城市,类型,店名,点评,人均,口味,环境,服务,,,,,,
天津,面包甜点,好利来(白堤路店)分店,591,44,8.7,8.7,8.4,,,,,,
深圳,火锅,同仁四季音乐主题餐厅(海岸城保...分店,590,101,7.8,8.1,7,,,,,,
杭州,烧烤,明洞世家(萧山工人路店)分店,589,78,9,9.1,9.1,,,,,,
上海,台湾菜,屏东万峦猪脚(紫藤路店),585,43,8.2,7.4,8.1,,,,,,
上海,粤菜,王廷饭店,584,222,8.3,8.7,8.4,,,,,,
深圳,川菜,黄记煌三汁焖锅(横岗店),578,82,7.7,7.4,7.6,,,,,,
深圳,咖啡厅,羊故事(华侨城店)分店,578,103,8.2,8,7.7,,,,,,
福州,韩国料理,欧巴韩国餐厅OppaKorean(学生街...,578,66,7.4,7.3,7.5,,,,,,
佛山,西餐,The paddy field 田野西餐厅(禅...,578,77,7.5,8.4,8.1,,,,,,
成都,火锅,泸州酸菜豆花火锅(共和路店)分店,577,44,8.3,7.6,7.6,,,,,,
上海,日本菜,池户寿司,574,61,8.6,8.4,8.5,,,,,,
北京,火锅,龙门阵串串香(东直门簋街店)分店,574,84,9,8.5,9,,,,,,
杭州,咖啡厅,夏日花园 咖啡.小厨,573,124,7.9,8.7,8,,,,,,
徐州,快餐简餐,华莱堡(贾汪新工区店),572,13,7.9,8,8,,,,,,
北京,小龙虾,串庭(好运街总店)分店,571,116,8.5,8.8,8.7,,,,,,
北京,烧烤,揽月斋烤肉,570,64,8.7,8,8.6,,,,,,
天津,面包甜点,梁子刨冰王(王顶堤商业中心店)分店,569,14,8.7,8,8.5,,,,,,
大连,大连海鲜,海味当家(山东路店)分店,561,139,8.9,8.6,8.4,,,,,,
绍兴,快餐简餐,绝味鸭脖(华汇广场西店)分店,560,20,8.7,8.6,8.6,,,,,,
北京,火锅,古铜老院爆肚涮肉(双井店)分店,558,96,9,8.9,8.4,,,,,,
青岛,火锅,尚品小土屋涮毛肚(东方城店),557,59,9.2,9,8.8,,,,,,
石家庄,小吃快餐,喜识嘎嘣脆抹茶炒酸奶(中华北店)分店,556,13,8.2,8.1,8.1,,,,,,
长沙,面包甜点,净果甜品(司门口店)分店,552,26,8.2,8.1,8,,,,,,
嘉兴,江浙菜,又一村酒家,551,62,6.9,7.4,7.1,,,,,,
北京,云南菜,千景树云南菜馆(欧陆时尚店),544,93,8,8.3,7.4,,,,,,
北京,其他,晋B2008刀削面(彰化路店)分店,539,24,8.7,7.9,7.9,,,,,,
重庆,火锅,久斗生串串老火锅,537,67,8.3,7.8,8,,,,,,
北京,小吃快餐,不如见面(上地西路店),537,35,8,8.6,8.2,,,,,,
重庆,火锅,顺水鱼馆＆藕然间(洋河体育场店)分店,536,75,7.7,7.8,7.5,,,,,,
成都,北京菜,守柴炉北京烤鸭(蜀汉路店)分店,536,48,8.3,7.7,7.6,,,,,,
天津,面馆,窦四牛杂面(怡闲道店)分店,535,41,7.1,6.2,6,,,,,,
广州,小龙虾,一起吃小龙虾(万博店)分店,534,117,8.9,8.1,9,,,,,,
武汉,西餐,豪客来牛排(南国北都城市广场店)分店,531,58,8.5,8.8,8.6,,,,,,
上海,海鲜,宝燕海货工场三店蒸汽海鲜(大宁...分店,531,256,8.8,8.5,8.4,,,,,,
武汉,烧烤,老街烧烤(循礼门店),525,68,7.3,7.6,7.3,,,,,,
厦门,川菜,两个番茄 | 野生番茄酸汤鱼(阿罗...分店,525,54,8,8.6,8.5,,,,,,
广州,粤菜,东山小厨(东山口店),525,65,8,7.3,7.3,,,,,,
石家庄,西餐,汤姆餐厅分店,522,62,8.7,7.7,8.1,,,,,,
福州,火锅,烹然四季椰子鸡火锅,522,107,8.4,9.1,8.4,,,,,,
上海,其他,SaladMando沙拉满都(飞马旅店),521,43,8.7,8.9,8.9,,,,,,
广州,韩国料理,Pelicana百利家炸鸡(江南西名店...分店,521,51,7.8,7.6,7.6,,,,,,
无锡,小吃快餐,大食代(海岸城店),520,26,7.8,7.8,7.8,,,,,,
杭州,西餐,蜜桃咖啡(滨盛路店)分店,520,99,8.5,9,8.6,,,,,,
北京,海鲜,海边小馆,520,81,8.5,7.9,8,,,,,,
北京,小吃快餐,海边小馆,520,81,8.5,7.9,8,,,,,,
合肥,火锅,《0048》香辣虾(铜陵路店)分店,518,56,8,8,7.8,,,,,,
南京,西餐,必胜客(弘阳店)分店,516,70,7.7,8.1,7.6,,,,,,
广州,粤菜,六三市农家美食村,514,59,7.6,7.6,7.4,,,,,,
成都,火锅,蛙来哒(金牛万达广场店)分店,514,71,8.4,8.7,8.6,,,,,,
宁波,其他,朋友圈概念餐厅,512,58,8.6,8.6,8.8,,,,,,
贵阳,日本料理,卡米拉雷门拉面馆,512,52,7.9,8.3,8.4,,,,,,
上海,咖啡厅,_赫咖啡(唐镇店)分店,511,83,8.5,9,8.5,,,,,,
沈阳,东北菜,好妈王饺子酒楼(滂江街店),508,53,7.7,7,6.8,,,,,,
大连,面包甜点,泷千家(凯德和平广场店),503,11,8.4,8.5,8.7,,,,,,
天津,火锅,有料儿铜锅(王府壹号店)分店,502,83,9.1,9.2,9.1,,,,,,
南京,韩国料理,麻喜大(烧烤啤酒屋),501,58,8.9,8.8,8.8,,,,,,
天津,烤鱼,鱼酷活鱼现烤(塘沽开发区店)分店,493,98,8.1,7.7,7.5,,,,,,
武汉,烧烤,二胖烧烤(湖大店)分店,492,64,8.4,8.2,8.2,,,,,,
深圳,粤菜,新仙清汤腩(太古城店)分店,489,96,8.3,8.8,8.2,,,,,,
杭州,咖啡厅,星巴克(杭州曲院风荷店)分店,487,38,8.1,8.6,8.1,,,,,,
大连,自助餐,红龙虾海鲜火锅烤肉自助(金州店)分店,486,62,7.9,8,8.2,,,,,,
泉州,火锅,转转乐涮涮锅(中闽新华店),483,35,7.8,8,8,,,,,,
南京,川菜,一品麻辣香锅(金浦购物中心店),483,47,8.4,8.2,8.7,,,,,,
北京,咖啡厅,上岛咖啡(芳古园店)分店,483,59,8.2,8.2,8.1,,,,,,
成都,西餐,麦可披萨,481,78,8.2,8.1,8.3,,,,,,
南京,南京/江浙菜,锅堂里,479,53,7.7,8.7,8,,,,,,
合肥,徽菜,乡味小厨,478,47,7.3,7.6,7.3,,,,,,
北京,自助餐,昆仑饭店天庭咖啡厅,477,255,7.6,8.5,8.2,,,,,,
沈阳,西餐,欧罗巴欧式休闲餐厅(铁百店)分店,476,57,8.2,8.6,8.4,,,,,,
成都,火锅,有茗塘鱼馆(高升桥店),476,67,8.4,8.5,8.7,,,,,,
厦门,台湾菜,桃园眷村(中华城店),472,33,7.2,8.4,7.4,,,,,,
上海,面包甜点,ANTOINE BAKERY分店,471,43,7.5,8,7.6,,,,,,
杭州,面包甜点,杭州凯悦酒店·酥园,471,74,7.5,7.4,7.3,,,,,,
深圳,小吃快餐,真功夫(君逸世家店)分店,470,27,7.4,7.4,7.2,,,,,,
广州,烧烤,Wut Put活泼 · 活海鲜烧烤,469,177,8.7,7.6,8.6,,,,,,
沈阳,海鲜,奇遇烹鱼小馆,466,68,8.9,8.6,8.7,,,,,,
深圳,小吃快餐,真功夫(福华路店)分店,466,30,7.3,7.5,7.2,,,,,,
北京,台湾菜,小明同学(当代商城店)分店,465,65,8,9,8.9,,,,,,
天津,西餐,米斯特比萨(津南月坛店),462,78,8.6,8.8,8.3,,,,,,
重庆,西餐,游来烤鸭坊,460,87,7.6,8.5,7.8,,,,,,
深圳,粤菜,东临金厨,460,102,7.6,7.6,7.5,,,,,,
西安,西餐,赛百味(海洋极地公园店)分店,454,24,8.1,7.9,8,,,,,,
南宁,自助餐,山盛创作料理(航洋国际广场店),454,250,8.3,8.8,7.9,,,,,,
沈阳,西餐,合社HERE CAFE,452,68,8.3,8.8,8.3,,,,,,
珠海,海鲜,横琴湾酒店渔港食街,451,152,8.3,8.9,8.5,,,,,,
宁波,西餐,Vivapolo(来福士广场店)分店广告,451,82,8.7,9.1,8.9,,,,,,
郑州,小吃快餐,汉堡王(郑州中原新城店)分店,449,28,8.4,8.4,8.1,,,,,,
北京,咖啡厅,沏点咖啡,446,56,9,9.1,9.2,,,,,,
常州,咖啡厅,环洲绿岛咖啡(莱蒙店)分店,445,33,7.8,7.9,7.7,,,,,,
石家庄,冀菜,光明渔港(海悦天地店)分店,442,121,7.7,7.6,7.6,,,,,,
西安,面包甜点,米旗(李家村店)分店,439,20,7.6,7.9,7.6,,,,,,
深圳,东南亚菜,泰子妃东南亚特色餐厅(喜荟城店)分店,439,102,7.8,8.3,7.9,,,,,,
大连,面馆,李先生牛肉面(和平广场店)分店,439,26,8,7.8,7.5,,,,,,
济南,粉面馆,亮亮面馆(小吃城店),438,19,7.4,6.7,6.5,,,,,,
常州,面包甜点,手感蛋挞(莱蒙店)分店,438,13,8.2,8.1,8.2,,,,,,
无锡,火锅,醉渝味(钱桥晴山蓝城店),437,75,8.4,8.2,7.8,,,,,,
南京,其他,香格里拉-好吧·帅锅,435,169,7.8,9.1,7.9,,,,,,
杭州,湘菜,湘味观,435,54,7.7,7.3,7.4,,,,,,
无锡,日本料理,N多寿司(茂业店),434,16,8.4,8.3,8.2,,,,,,
成都,川菜,成都映象(天府二街店),433,95,7.8,8.3,7.9,,,,,,
青岛,西餐,巴贝拉意式休闲餐厅(宝龙广场店)分店,430,72,7.6,7.9,7.8,,,,,,
深圳,小吃快餐,真功夫(桃源村三期店)分店,429,24,7.3,7.3,7.3,,,,,,
西安,创意菜,浅葱小唱(老城根店),427,84,7.7,9.1,8.1,,,,,,
北京,东南亚菜,跃界(中关村店),427,84,7.5,8.7,8.4,,,,,,
上海,面包甜点,LONG鲜烤吐司分店,425,43,8.5,8.3,8.4,,,,,,
成都,川菜,捉鸭记吮指鸭爪爪干锅(奥克斯广...,423,58,8.2,8.1,7.9,,,,,,
上海,本帮江浙菜,皇轶庭,421,110,8.3,8.2,8.2,,,,,,
成都,小吃快餐,廖记棒棒鸡(长顺上街直营店)分店,421,48,8.4,8.5,8.3,,,,,,
天津,海鲜,卫鼎轩·蟹王府(环岛西路店)分店,420,200,8.3,9,8.6,,,,,,
石家庄,粤菜,青柚粤港料理(北国商城店),418,65,7.2,8,8,,,,,,
苏州,大闸蟹,小陆莲花蟹园农家乐(莲花岛店),417,146,8.4,8.4,8.6,,,,,,
深圳,小龙虾,辣家私厨(华强北店)分店,417,157,8.3,8.2,8.6,,,,,,
杭州,火锅,许府牛·潮汕鲜牛火锅(海创园店),417,83,7.1,7.4,7.3,,,,,,
长沙,火锅,董记老清泉北京涮羊肉(总店),415,70,8.7,8,8.5,,,,,,
武汉,湖北菜,我家小馆(南湖沃尔玛店),414,40,7.5,7.9,7.5,,,,,,
合肥,面包甜点,柏兆记(芜湖路店),414,19,8.6,8.7,8.5,,,,,,
郑州,其他,清真·佰客基,413,40,8.4,8.4,8.4,,,,,,
天津,海鲜,盈德天下第一盘,409,104,7.2,7,7,,,,,,
上海,其他,Ellen’s西餐酒吧(怒江路店)分店,409,67,8.3,8.4,8.2,,,,,,
沈阳,川菜,卷福和他的朋友们(沈阳店),408,112,8.7,9.1,9,,,,,,
中山,粤菜,海港城海鲜大酒楼,407,139,8.3,8.8,7.6,,,,,,
武汉,日本料理,秀粤情港式铁板烧(奥山世纪城店),405,135,8.4,8.6,8.7,,,,,,
烟台,快餐简餐,华莱士旌旗路店(莱阳旌旗路店),403,23,7.7,7.6,7.5,,,,,,
深圳,西餐,乐凯撒·榴莲比萨(深国投广场店)分店,403,69,8.4,7.8,7.5,,,,,,
南京,面包甜点,DQ(商厦店)分店,403,31,8.3,8.2,8.1,,,,,,
杭州,日本料理,菊川料理(旺角店)分店,397,127,7,7.6,7.3,,,,,,
成都,面包甜点,1__(南_帽店),394,14,8,7.7,8.3,,,,,,
广州,西餐,必胜客(宜安店)分店,393,56,7.1,7.7,7.2,,,,,,
青岛,面包甜点,85度C(辽宁路店)分店,392,21,8.4,8.2,8,,,,,,
绍兴,川菜,炉鱼(绍兴汇金广场店),391,69,8.5,9,8.6,,,,,,
乌鲁木齐,自助餐,金权道自助烧烤海鲜火锅【清真】,390,68,8,8.2,8,,,,,,
大连,韩国料理,光州炭火烤肉·石锅拌饭,389,64,7.8,7.8,7.6,,,,,,
长沙,小吃快餐,野兽派煎饼果子(大学城店)分店,388,15,7.7,8.4,8.5,,,,,,
贵阳,自助餐,重庆刘一手自助火锅(城基店)分店,388,56,8,8,8,,,,,,
上海,小龙虾,蒋氏龙虾(原蜀歌串舞串串香),386,102,7.9,7.6,7.9,,,,,,
成都,粉面馆,自力面店,384,12,7.7,6.8,7.3,,,,,,
上海,本帮江浙菜,阅香美地-悦食阅香,383,170,7.5,8.6,8,,,,,,
上海,烧烤,友谊家旋转烧烤,382,86,9,9,8.9,,,,,,
广州,西餐,Zapata's萨帕塔餐吧,381,121,7.2,8.1,7.4,,,,,,
成都,火锅,廖老四鲜鹅肠火锅(玉林店),381,68,8.3,7.7,8.2,,,,,,
常州,川菜,老妈米线(常州万达店),379,24,7.7,7.6,7.5,,,,,,
重庆,小吃快餐,NYF纽约薯条(北城天街店)分店,377,29,7.9,7.9,8,,,,,,
上海,西餐,TRUCKSTOPGRILL公路餐厅(瑞虹天...,377,125,8,9,8.4,,,,,,
杭州,自助餐,滨江希尔顿度假酒店壹咖啡,377,184,7.7,8.7,8.1,,,,,,
沈阳,小吃快餐,顶好快餐(文萃路分店)分店,376,21,6.9,6.6,6.6,,,,,,
合肥,自助餐,首尔海鲜烤肉自助餐厅,376,61,7.7,8.3,8.2,,,,,,
合肥,小吃快餐,渝伢子重庆小面(天鹅湖万达),376,15,8.2,8,8.2,,,,,,
天津,西餐,棒约翰比萨(塘沽外滩店),375,69,7.3,7.2,7.2,,,,,,
天津,火锅,沸洋洋自助火锅(缤纷购物广场店),375,49,7.4,7.6,7.7,,,,,,
广州,小龙虾,楚风流小龙虾&大闸蟹,375,107,8,7.3,7.8,,,,,,
厦门,面包甜点,赵大冰(思北店),373,25,8.4,8.7,8.5,,,,,,
重庆,粤菜,铜锣湾(重庆星光68广场店)分店,371,108,8.5,8.7,8,,,,,,
杭州,小吃快餐,家有好面(西湖银泰城店),371,33,7.8,7.9,7.6,,,,,,
重庆,小龙虾,虾皇(九龙滨江店),370,119,7.8,8.5,7.6,,,,,,
天津,川菜,辣尚品烤鱼专家小龙虾(红桥店),370,77,7.8,7.7,7.7,,,,,,
武汉,西餐,NOI诺意意大利餐厅(花园道店),369,153,8.4,9.1,9,,,,,,
南京,西餐,Mr&MrsLight轻食恋仁(南京金奥国...,368,52,9,9.1,9.1,,,,,,
天津,海鲜,集贤阁海鲜酒楼,366,193,7.6,7.8,7.6,,,,,,
沈阳,海鲜,大联渔港,366,251,7.8,8,7.5,,,,,,
长沙,咖啡厅,美丽人生中西餐厅(水晶店)分店,365,44,7.8,8,7.9,,,,,,
贵阳,西餐,斗牛士牛排餐厅(星力银海元隆广...分店,364,109,7.2,7.5,7.4,,,,,,
天津,面包甜点,沪上阿姨(熙悦汇店),363,11,8.5,8.7,8.3,,,,,,
南京,烧烤,小绵羊烧烤精酿吧,361,82,8.1,8.8,8.5,,,,,,
杭州,日本料理,鳗道(湖滨银泰in77店),360,91,7.9,7.8,8.4,,,,,,
天津,海鲜,福地蒸汽海鲜城,358,126,9.1,9.1,9,,,,,,
成都,咖啡厅,猫友咖啡店(玉林西路店)分店,358,35,8.6,8.7,8.7,,,,,,
宁波,烧烤,羊入虎口碳烤羊腿(江东店),355,112,8,7.7,8.2,,,,,,
泉州,面包甜点,放牛斑(江声店)分店,354,15,8,8.2,8.1,,,,,,
昆明,面包甜点,好利来(正义路店)分店,353,21,7.8,7.7,7.6,,,,,,
苏州,粤菜,京粤汇,352,87,7.2,7.5,7.3,,,,,,
长春,火锅,德羊府老北京羊蝎子火锅(建设街...,351,67,9,9.1,9,,,,,,
武汉,西餐,华莱士(紫阳路店)分店,351,15,7.8,8,7.9,,,,,,
无锡,面包甜点,FANCYFRUIT(恒隆广场店),351,32,8.6,8.8,8.6,,,,,,
北京,家常菜,慈孝宫,349,88,7.2,7.3,6.8,,,,,,
苏州,面馆,笔杆青极品杠子面分店,348,40,8,8,7.9,,,,,,
昆明,自助餐,昆明万达文华酒店美食汇自助餐厅,347,194,7.3,8.4,7.6,,,,,,
北京,粉面馆,清真西直门老店拉面馆,347,31,8.1,7,7.1,,,,,,
郑州,东北菜,工农兵铁锅炖菜(三全路店)分店,346,48,7.9,7.8,7.9,,,,,,
大连,其他,星海湾壹号,346,40533,8.4,9.3,8.6,,,,,,
广州,快餐简餐,鸣发哥港式茶餐厅(珠江新城店)分店,343,48,7.4,7.6,7.4,,,,,,
上海,本帮江浙菜,爱玲EILEEN(环球金融中心店),342,321,8.8,9,8.9,,,,,,
青岛,海鲜,三宝粥店(利客来店),342,56,8.4,8.5,8.4,,,,,,
南京,粤菜,G.长颈鹿茶餐厅,342,67,7.2,7.9,7.5,,,,,,
上海,小吃快餐,我是主饺(威宁路店)分店,341,32,7.9,8,7.8,,,,,,
上海,面包甜点,Regiustea天御皇茶(怡丰城店)分店,341,18,8.3,8.4,8.6,,,,,,
南京,西餐,百特喜鹅肝比萨,340,86,8.6,9.2,9.1,,,,,,
哈尔滨,韩国料理,老朴朝鲜风味(嵩山店),340,49,7.7,7.6,7.7,,,,,,
长春,面包甜点,焙斯特味道85度(大经路店)分店,339,15,8.3,8.2,8.3,,,,,,
深圳,日本料理,稻轩日本料理(KKMALL京基店),338,290,6.8,7.8,7,,,,,,
青岛,西餐,best1998时尚音乐餐厅(金狮店),336,116,8.6,9.1,9,,,,,,
南昌,西餐,欧兰朵无国界餐厅,336,60,7.4,8.3,8,,,,,,
杭州,面包甜点,香妃酥后(西湖银泰城店)分店,336,32,7.7,7.9,7.9,,,,,,
上海,云南菜,南蛮子(进贤路店),335,116,7.1,6.6,7,,,,,,
南京,烤鱼,靓蛙馆(瑞阳街店)分店,335,72,8.5,8.8,8.5,,,,,,
苏州,苏州江浙,苏洪妹阿婆家时尚餐厅(百盛店),333,47,8.1,8,8,,,,,,
西安,陕菜,海荣锅贴馆(东新街店)分店,332,46,7.6,7.4,7.3,,,,,,
南京,西餐,小萨披萨pizza(华新店),332,18,8.4,7.3,8.2,,,,,,
济南,鲁菜,小广寒.电影艺术餐厅(经三路店),332,373,8.2,9.1,8.7,,,,,,
苏州,小吃快餐,好人民间小吃(木渎天虹店)分店,331,30,9,8.4,8.7,,,,,,
天津,川菜,行蓉金汤酸菜鱼(MSD店),330,70,8.5,8.6,7.9,,,,,,
杭州,小吃快餐,咬不得高祖生煎(火车东站店)分店,330,20,7.4,7.4,7.2,,,,,,
杭州,日本料理,旬日本料理,329,131,8.3,8.8,8.7,,,,,,
深圳,火锅,热辣壹号(皇庭广场店),328,96,7.3,7.9,8.3,,,,,,
合肥,面包甜点,仟吉西饼(财富广场店)分店,328,25,8.3,8.4,8.2,,,,,,
北京,湘菜,湘鄂汇(五棵松店),324,96,8.6,8.5,8.2,,,,,,
宁波,湘菜,湘谣(百丈东路店)分店,323,79,8.2,8.3,8.3,,,,,,
佛山,粤菜,意家之煮海鲜肥牛自助火锅(广佛...,323,55,7.3,7.5,7.4,,,,,,
大连,咖啡厅,COSTA COFFEE(罗斯福店),323,38,7.6,7.6,7.5,,,,,,
重庆,咖啡厅,Hana to Alice Coffee & Cocktai...,322,64,8.1,8.7,8.6,,,,,,
珠海,小吃快餐,大家乐(富绅花园店)分店,320,35,7.6,7.7,7.6,,,,,,
上海,西餐,VANILLA(洛克外滩源店),320,280,8.5,9.2,8.9,,,,,,
深圳,面包甜点,HEY YO喜乳酪(金光华广场店)分店,318,35,7.7,7.6,7.6,,,,,,
上海,新疆菜,艾提巴扎新疆餐厅,317,60,7.8,7.8,8.1,,,,,,
青岛,鲁菜,万达艾美酒店乐美中餐厅,316,200,8.4,9,8.9,,,,,,
杭州,杭帮/江浙菜,浙江宾馆中餐厅(花园餐厅、茶吧)分店,315,142,7.6,8.6,8.2,,,,,,
重庆,小吃快餐,老李家豆花,312,39,8.4,8,7.9,,,,,,
合肥,川菜,紫燕百味鸡(淠河路店)分店,312,15,8.1,7.9,8,,,,,,
长沙,小吃快餐,四姐米粉,311,14,7.5,7,7.1,,,,,,
广州,茶餐厅,永隆茶餐厅,311,37,7.2,6.9,6.7,,,,,,
石家庄,冀菜,光明渔港(桃园店)分店,309,71,8,8,8.1,,,,,,
成都,海鲜,醉烧刀自助海鲜烤肉涮涮锅(百伦...,309,60,6.9,7.3,7,,,,,,
长沙,烧烤,尚槿格调韩式料理(望城奥特莱斯...分店,306,60,7.6,7.5,7.6,,,,,,
南京,小龙虾,柚米餐厅&龙虾(马台街店),306,70,8.6,9.1,9,,,,,,
长春,火锅,蜀香楼火锅(东风店)分店,305,69,8.1,8.2,7.8,,,,,,
北京,家常菜,常赢三兄弟(陆港城总店)分店,305,110,8.7,8.5,8,,,,,,
北京,粤菜,粤色天湘烤鸭家常菜,305,125,7.1,7.3,7,,,,,,
南京,粤菜,CORNER转了个角粤港餐厅暂停营业,304,121,8,8.3,8.3,,,,,,
成都,咖啡厅,ZooCoffee(老南门店)分店,304,38,7.2,8,7.5,,,,,,
沈阳,小吃快餐,笑子包子(文化路店),303,15,7.7,7.5,7.3,,,,,,
长春,面包甜点,焙斯特味道85度(富豪花园店)分店,302,21,8.1,8.1,8,,,,,,
哈尔滨,面包甜点,好利来(乐松购物广场店),302,24,8.6,8.6,8.2,,,,,,
苏州,火锅,成都厕所串串(苏州总店)分店,301,55,8.2,7.9,8.2,,,,,,
上海,韩国料理,乐伯部队锅&火炉猪蹄(七宝万科广...,301,70,6.8,7,6.9,,,,,,
成都,面包甜点,大通冰室(大悦城店)分店,300,13,7.7,7.6,7.7,,,,,,
重庆,私房菜,芭蕉小筑傣味私房菜,299,79,8,7.6,8.2,,,,,,
长春,其他,九段烧传统中国菜(欢乐城店),299,65,8.5,8.8,8.7,,,,,,
上海,咖啡厅,麦隆咖啡MellowerCoffee(弘基时...分店,298,57,8.3,8.9,8.6,,,,,,
深圳,粤菜,坝光_蟹(福田店),297,89,7.4,8,8.2,,,,,,
南昌,小吃快餐,大娘水饺(万达广场)分店,297,27,6.7,6.8,6.3,,,,,,
珠海,其他,古琢餐厅(南方软件园店),295,53,8.1,9.1,8.4,,,,,,
武汉,火锅,吾锅料理重庆牛油火锅(武汉荟聚...,295,74,8,8.8,8.5,,,,,,
温州,咖啡厅,COCOTIME咖啡(望江店)暂停营业,295,79,7.3,7.4,7.3,,,,,,
苏州,苏州江浙,三千粉牛肉米粉(圆融星座店)分店,295,22,7.8,8.1,8.1,,,,,,
上海,新疆菜,新疆火焰山餐厅,295,80,8.7,8,8.6,,,,,,
北京,东北菜,嘉宴金手勺酱骨石磨老菜馆(吕家...分店,295,55,7,6.9,6.7,,,,,,
上海,面包甜点,凡町个性化蛋糕&甜品桌定制分店,293,1324,9,9,9.1,,,,,,
武汉,卤味,紫燕百味鸡(横店)分店,292,18,8.4,8.4,8.3,,,,,,
深圳,东南亚菜,PappaRich金爸爸,292,85,7.5,8.6,7.9,,,,,,
太原,韩国料理,土大力(茂业天地店),291,61,8,8.5,8.1,,,,,,
深圳,湘菜,湖南人家湘语楼,291,82,7.4,7.4,7.2,,,,,,
南京,西餐,奶酪时光(南师附中店),289,63,8.3,8.5,8.4,,,,,,
上海,本帮江浙菜,长泰公馆·中餐厅,288,269,8.9,9.3,8.7,,,,,,
大连,大连海鲜,巨无霸海鲜状元楼(太原街店),288,114,7.2,7.6,7.2,,,,,,
沈阳,火锅,老灶台全季火锅(太原街店),287,65,8.2,8.2,8.2,,,,,,
佛山,粤菜,有记餐厅(金鱼街店),287,43,7.9,6.9,7.1,,,,,,
北京,江浙菜,弄堂里-上海生煎(尚街甘露园店),287,20,8.4,8,8.3,,,,,,
西安,日本料理,手岛寿司,286,70,9.2,9.3,9.3,,,,,,
厦门,海鲜,亚珠海鲜大酒楼(莲前西路店)分店,286,121,7.6,7.5,7.3,,,,,,
成都,火锅,渝北十碗水老火锅,286,70,8.6,8.3,8.6,,,,,,
福州,韩国料理,韩悦韩式烤肉(福清万达店),285,94,7.1,7.1,7.1,,,,,,
无锡,小吃快餐,肯德基(旺庄店)分店,284,24,7.7,7.7,7.5,,,,,,
天津,韩国料理,Hand & Heart(韩韩),284,57,8.7,9.1,9,,,,,,
南京,东南亚菜,柠檬鱼(白果路店)分店,284,52,7.8,7.9,7.9,,,,,,
长春,小吃快餐,东方饺子王(中东自由大路店)分店,283,33,7.7,7.8,7.4,,,,,,
沈阳,小吃快餐,妈妈米线(北一路万达店)分店,283,30,8.8,9,9,,,,,,
上海,川菜,本清素我家酸菜鱼(顾村店)分店,283,78,7.8,7.8,7.3,,,,,,
深圳,海鲜,好家乡海鲜餐厅(大梅沙店),281,87,7.2,6.9,7,,,,,,
南京,韩国料理,韩国料理味多来(学衡路店),281,50,8,7.8,7.7,,,,,,
大连,烧烤,轮转时光只是家串店(开发区店),281,85,8.2,8.4,8,,,,,,
佛山,粤菜,三养堂素都(南海广场店)广告,280,68,8.2,8.7,8.2,,,,,,
青岛,日本料理,板前寿司(振华路店)分店,276,40,7.9,7.4,7.8,,,,,,
北京,火锅,首尔798·POCHA,276,89,9,9.1,9.2,,,,,,
武汉,火锅,武汉张鲜记海鲜火锅,275,208,7.9,7.6,7.9,,,,,,
合肥,小吃快餐,老乡鸡(水阳江路店)分店,275,20,7.9,8,7.8,,,,,,
杭州,面馆,金爸爸口感面,275,18,7.6,7.4,7.7,,,,,,
福州,西餐,雕刻时光咖啡馆(上三路店),275,46,7.5,7.6,7.3,,,,,,
南京,面包甜点,Mustache皇茶(总店)分店,274,17,8.2,8.6,8.6,,,,,,
苏州,烧烤,好来屋炭烤吧,273,60,8.2,7.5,7.8,,,,,,
上海,东北菜,翠花老菜饺子馆(七宝店)分店,273,57,7.7,7.5,7.2,,,,,,
上海,面馆,王嫂面馆,273,29,7.4,7.5,7.3,,,,,,
南宁,其他,乌玛(亭江店),273,79,7.8,9,8,,,,,,
上海,海鲜,海尚蒸(富荟广场店),272,140,8.1,7.9,7.9,,,,,,
郑州,西餐,ZAX BBQ,271,101,8.7,9,8.4,,,,,,
武汉,面包甜点,DQ(永旺梦乐城店)分店,270,27,7.5,7.4,7.3,,,,,,
乌鲁木齐,其他,苹果之父风情音乐餐厅,268,174,7.6,8.7,8.4,,,,,,
厦门,火锅,大丰收鱼庄(厦门加州店)分店,267,85,7.2,7.4,7.1,,,,,,
常州,小吃快餐,绝味鸭脖(万达金街店),267,46,8.4,8.4,8.2,,,,,,
重庆,小吃快餐,五魁首面庄,266,12,7.9,7.3,8,,,,,,
长沙,面包甜点,罗莎蛋糕(蔡锷北店)分店,266,19,7.8,7.7,7.6,,,,,,
无锡,咖啡厅,这里那里咖啡,265,59,8,8.1,8.1,,,,,,
大连,西餐,P&C美味来披萨炸鸡(三八广场店)分店,265,56,8.8,8,8.7,,,,,,
深圳,粤菜,皇潮食府,264,118,7.2,7.4,7.3,,,,,,
宁波,小吃快餐,大娘水饺(桑田路店)分店,264,20,7.7,7.9,7.6,,,,,,
上海,日本菜,一竹烧肉酒场,263,211,8.9,8.7,9.1,,,,,,
哈尔滨,小吃快餐,春饼小吃,263,34,8.6,6.2,6.6,,,,,,
北京,咖啡厅,星巴克(望京新世界店)分店,263,39,8.1,7.7,7.6,,,,,,
郑州,豫菜,合记(南大街店)分店,262,33,7.6,7.1,7,,,,,,
深圳,咖啡厅,羊故事(东滨店)分店,262,121,7.9,8.3,7.4,,,,,,
南昌,火锅,食止冷锅串串香(酷加天虹店),262,48,7.8,8.3,8.4,,,,,,
北京,西北菜,汉唐小馆(住总万科广场店),261,44,6.9,7.1,6.4,,,,,,
